Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
2	to camelcase or under_score	Forward	Analyse the readability of LINQ code using an eye-tracking-based evaluation	analyse the readability of linq code using an eyetrackingbased evaluation	http://acta.uni-obuda.hu/KatonaJ_108.pdf	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	Analyzing individual performance of source code review using reviewers’ eye movement.	analyzing individual performance of source code review using reviewers eye movement	https://doi.org/10.1145/1117309.1117357	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	App móvil para el registro de sismos en Ecuador mediante la geolocalización	app mvil para el registro de sismos en ecuador mediante la geolocalizacin	https://revista.uisrael.edu.ec/index.php/ro/article/view/413	2021	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	APPROVAL PAGE	approval page	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=da1c21d6c852f7e75db7c859d5c648903983c8e9	2015	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Approximate graph matching in software engineering	approximate graph matching in software engineering	https://ieeexplore.ieee.org/abstract/document/5328739/	2009	Ok	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	Assessing the comprehension of uml class diagrams via eye tracking.	assessing the comprehension of uml class diagrams via eye tracking	https://doi.org/10.1109/ICPC.2007.10	2007	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Backward	Assessing the value of coding standards: An empirical study	assessing the value of coding standards an empirical study	https://ieeexplore.ieee.org//document/4658076	2008	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Attributes influencing the reading and comprehension of source code–discussing contradictory evidence	attributes influencing the reading and comprehension of source codediscussing contradictory evidence	https://www.researchgate.net/profile/Talita-Ribeiro-3/publication/324813558_Attributes_Influencing_the_Reading_and_Comprehension_of_Source_Code_-_Discussing_Contradictory_Evidence/links/5b0f7388aca2725783f41c08/Attributes-Influencing-the-Reading-and-Comprehension-of-Source-Code-Discussing-Contradictory-Evidence.pdf	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Automatic and accurate expansion of abbreviations in parameters	automatic and accurate expansion of abbreviations in parameters	https://ieeexplore.ieee.org/abstract/document/8454758/	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Automatic derivation of concepts based on the analysis of identifiers	automatic derivation of concepts based on the analysis of identifiers	https://publications.polymtl.ca/2658/1/EPM-RT-2010-09_Guerrouj.pdf	2010	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Automatic derivation of concepts based on the analysis of source code identifiers	automatic derivation of concepts based on the analysis of source code identifiers	https://ieeexplore.ieee.org/abstract/document/5645490/	2010	Ok	Acceptable	Not Acceptable	Not Acceptable
2	to camelcase or under_score	Forward	Automatically Assessing and Improving Code Readability and Understandability	automatically assessing and improving code readability and understandability	https://iris.unimol.it/retrieve/handle/11695/90885/92359/Tesi_S_Scalabrino.pdf	2017	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Best practices for scientific computing	best practices for scientific computing	https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001745	2014	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Big code!= big vocabulary: Open-vocabulary models for source code	big code big vocabulary openvocabulary models for source code	https://dl.acm.org/doi/abs/10.1145/3377811.3380342	2020	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Boas Práticas na Programação Orientada a Objectos a Adoptar Pelos Alunos de Informática do Ensino Superior	boas prticas na programao orientada a objectos a adoptar pelos alunos de informtica do ensino superior	https://search.proquest.com/openview/3bdb9afe3504e03efce1c95363b56adb/1?pq-origsite=gscholar&cbl=2026366&diss=y	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Boas práticas na programação orientada a objectos a adoptar pelos alunos de Informática do ensino superior	boas prticas na programao orientada a objectos a adoptar pelos alunos de informtica do ensino superior	https://search.proquest.com/openview/3bdb9afe3504e03efce1c95363b56adb/1?pq-origsite=gscholar&cbl=2026366&diss=y	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Bug localization with semantic and structural features using convolutional neural network and cascade forest	bug localization with semantic and structural features using convolutional neural network and cascade forest	https://dl.acm.org/doi/abs/10.1145/3210459.3210469	2018	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Can better identifier splitting techniques help feature location?	can better identifier splitting techniques help feature location	https://ieeexplore.ieee.org/abstract/document/5970159/	2011	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Can Identifier Splitting Improve Open-Vocabulary Language Model of Code?	can identifier splitting improve openvocabulary language model of code	https://ieeexplore.ieee.org/abstract/document/9825794/	2022	Ok	Not acceptable	Not acceptable	Not acceptable
2	a look at programmers communicating through program indentation	Backward	Cloze procedure: A new tool for measuring readability	cloze procedure a new tool for measuring readability	https://journals.sagepub.com/doi/abs/10.1177/107769905303000401?journalCode=jmqb	1953	Old	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Backward	Code conventions for the java programming language	code conventions for the java programming language	https://scholar.google.com/scholar?as_q=Code+Conventions+for+the+Java+Programming+Language&as_occt=title&hl=en&as_sdt=0%2C31	1999	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Code readability testing, an empirical study	code readability testing an empirical study	https://ieeexplore.ieee.org/abstract/document/7474473/	2016	Ok	Acceptable	Not Acceptable	Not Acceptable
2	to camelcase or under_score	Forward	Coding Standards in Web Development	coding standards in web development	https://www.theseus.fi/bitstream/handle/10024/112473/leino_martti.pdf?sequence=1	2016	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Backward	Cognitive perspectives on the role of naming in computer programs	cognitive perspectives on the role of naming in computer programs	https://scholar.google.com/scholar?as_q=Cognitive+perspectives+on+the+role+of+naming+in+computer+programs&as_occt=title&hl=en&as_sdt=0%2C31	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	Cognitive perspectives on the role of naming in computer programs.	cognitive perspectives on the role of naming in computer programs	https://www.academia.edu/download/89057370/18th-liblit.pdf	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Comparing SKF and Erbessd sensor integration for predictivemaintenance	comparing skf and erbessd sensor integration for predictivemaintenance	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1568928	2021	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Backward	Concise and consistent naming	concise and consistent naming	https://scholar.google.com/scholar?as_q=Concise+and+consistent+naming&as_occt=title&hl=en&as_sdt=0%2C31	2005	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	Concise and consistent naming.	concise and consistent naming	https://scholar.google.com/scholar?as_q=Concise+and+Consistent+Naming&as_occt=title&hl=en&as_sdt=0%2C31	2005	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Configuring and assembling information retrieval based solutions for software engineering tasks	configuring and assembling information retrieval based solutions for software engineering tasks	https://ieeexplore.ieee.org/abstract/document/7816533/	2016	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Context and vision: studying two factors impacting program comprehension	context and vision studying two factors impacting program comprehension	https://ieeexplore.ieee.org/abstract/document/5970176/	2011	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	CSG tree rendering for point-sampled objects	csg tree rendering for pointsampled objects	https://ieeexplore.ieee.org/abstract/document/1348346/	2004	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Datos oculométricos durante tareas de programación de computadoras	datos oculomtricos durante tareas de programacin de computadoras	http://cathi.uacj.mx/handle/20.500.11961/16395	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Deep learning with customized abstract syntax tree for bug localization	deep learning with customized abstract syntax tree for bug localization	https://ieeexplore.ieee.org/abstract/document/8809752/	2019	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Defining linguistic antipatterns towards the improvement of source code quality	defining linguistic antipatterns towards the improvement of source code quality	https://publications.polymtl.ca/2656/	2010	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Descriptive compound identifier names improve source code comprehension	descriptive compound identifier names improve source code comprehension	https://dl.acm.org/doi/abs/10.1145/3196321.3196332	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Design and navigation prospective for wireless power transmission robot	design and navigation prospective for wireless power transmission robot	https://ieeexplore.ieee.org/abstract/document/7334001/	2015	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Detecting fragile comments	detecting fragile comments	https://ieeexplore.ieee.org/abstract/document/8115624/	2017	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Detecting important terms in source code for program comprehension	detecting important terms in source code for program comprehension	https://aisel.aisnet.org/hicss-52/st/sw_product_lines/3/	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
